,file,weed_area
0,window_640_3200.jpg.jpg,0.0570068359375
1,window_640_10240.jpg.jpg,0.0093994140625
2,window_1280_4480.jpg.jpg,0.006103515625
3,window_1280_12160.jpg.jpg,0.0035400390624999996
4,window_640_10880.jpg.jpg,0.0096435546875
5,window_0_8960.jpg.jpg,0.0167236328125
6,window_0_7680.jpg.jpg,0.0228271484375
7,window_640_14720.jpg.jpg,0.0172119140625
8,window_0_11520.jpg.jpg,0.000244140625
9,window_1280_1280.jpg.jpg,0.1878662109375
10,window_640_6400.jpg.jpg,0.1781005859375
11,window_1280_14720.jpg.jpg,0.043701171875
12,window_640_12160.jpg.jpg,0.0025634765625
13,window_1280_10240.jpg.jpg,0.04052734375
14,window_0_2560.jpg.jpg,0.259521484375
15,window_1280_1920.jpg.jpg,0.302734375
16,window_0_3840.jpg.jpg,0.7110595703125
17,window_640_8320.jpg.jpg,0.02099609375
18,window_1280_10880.jpg.jpg,0.011474609375
19,window_1280_7040.jpg.jpg,0.3292236328125
20,window_0_5120.jpg.jpg,0.10986328125
21,window_1280_9600.jpg.jpg,0.0406494140625
22,window_0_16000.jpg.jpg,0.0
23,window_0_7040.jpg.jpg,0.2578125
24,window_0_9600.jpg.jpg,0.0374755859375
25,window_1280_5120.jpg.jpg,0.073974609375
26,window_0_12800.jpg.jpg,0.150146484375
27,window_0_1920.jpg.jpg,0.222412109375
28,window_1280_3840.jpg.jpg,0.03955078125
29,window_640_0.jpg.jpg,0.5770263671875
30,window_1280_14080.jpg.jpg,0.00048828125
31,window_1280_2560.jpg.jpg,0.0699462890625
32,window_640_5760.jpg.jpg,0.0855712890625
33,window_1280_8960.jpg.jpg,0.03173828125
34,window_1280_7680.jpg.jpg,0.114990234375
35,window_0_4480.jpg.jpg,0.1171875
36,window_640_14080.jpg.jpg,0.0487060546875
37,window_0_1280.jpg.jpg,0.5340576171875
38,window_0_13440.jpg.jpg,0.003662109375
39,window_640_640.jpg.jpg,0.3953857421875
40,window_0_15360.jpg.jpg,0.001953125
41,window_0_6400.jpg.jpg,0.1571044921875
42,window_640_16000.jpg.jpg,0.0167236328125
43,window_0_12160.jpg.jpg,0.0034179687500000004
44,window_0_0.jpg.jpg,0.801025390625
45,window_1280_0.jpg.jpg,0.4393310546875
46,window_640_8960.jpg.jpg,0.0224609375
47,window_640_7680.jpg.jpg,0.0286865234375
48,window_1280_11520.jpg.jpg,0.0166015625
49,window_0_3200.jpg.jpg,0.0321044921875
50,window_0_8320.jpg.jpg,0.0146484375
51,window_640_5120.jpg.jpg,0.012939453125
52,window_0_14720.jpg.jpg,0.0322265625
53,window_640_2560.jpg.jpg,0.1712646484375
54,window_1280_5760.jpg.jpg,0.04248046875
55,window_640_3840.jpg.jpg,0.0540771484375
56,window_640_11520.jpg.jpg,0.000732421875
57,window_1280_16000.jpg.jpg,0.037841796875
58,window_0_10880.jpg.jpg,0.0001220703125
59,window_0_10240.jpg.jpg,0.00048828125
60,window_640_1920.jpg.jpg,0.8374023437499999
61,window_640_13440.jpg.jpg,0.000244140625
62,window_1280_640.jpg.jpg,0.322021484375
63,window_640_15360.jpg.jpg,0.0076904296875
64,window_0_5760.jpg.jpg,0.1435546875
65,window_640_7040.jpg.jpg,0.258544921875
66,window_640_9600.jpg.jpg,0.0406494140625
67,window_1280_8320.jpg.jpg,0.0528564453125
68,window_0_14080.jpg.jpg,0.0037841796875
69,window_1280_12800.jpg.jpg,0.0013427734375
70,window_0_640.jpg.jpg,0.3944091796875
71,window_640_12800.jpg.jpg,0.0003662109375
72,window_1280_6400.jpg.jpg,0.192138671875
73,window_640_1280.jpg.jpg,0.265625
74,window_640_4480.jpg.jpg,0.033203125
75,window_1280_15360.jpg.jpg,0.074951171875
76,window_1280_13440.jpg.jpg,0.00244140625
77,window_1280_3200.jpg.jpg,0.033447265625
